0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.184917355981200029e-03,3.184917355981200029e-03,3.184917355981200029e-03,3.184917355981200029e-03,3.184917355981200029e-03,3.184917355981200029e-03,3.184917355981200029e-03
1.202908469418734457e-311,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.202910018531923053e-311,1.000000000000000000e+00,1.000000000000000000e+00,1.202908469418734457e-311,1.000000000000000000e+00,1.202910018531923053e-311,1.000000000000000000e+00,1.202908469418734457e-311,4.469979769129399719e-03,4.469979769129399719e-03,4.469979769129399719e-03,4.469979769129399719e-03,4.469979769129399719e-03,4.469979769129399719e-03,4.469979769129399719e-03
1.800809379143135144e-305,1.202910018531923053e-311,1.202908469418734457e-311,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.202910018531923053e-311,1.202908469418734457e-311,1.800809379143135144e-305,1.000000000000000000e+00,1.000000000000000000e+00,1.202908469418734457e-311,1.202908469418734457e-311,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04
1.000000000000000000e+00,0.000000000000000000e+00,1.800795208455239789e-305,1.202910018531923053e-311,1.202909246919960004e-311,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.800795208455239789e-305,1.000000000000000000e+00,1.202909246919960004e-311,1.000000000000000000e+00,1.800795208455239789e-305,1.800795208455239789e-305,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04,1.599872006826000119e-04
1.100000000000000089e+00,1.179999999999999938e+00,1.260000000000000009e+00,1.340000000000000080e+00,1.419999999999999929e+00,9.000000000000000000e+00,1.000000000000000000e+00,1.179999999999999938e+00,1.260000000000000009e+00,1.100000000000000089e+00,1.419999999999999929e+00,1.000000000000000000e+00,1.260000000000000009e+00,1.100000000000000089e+00,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04,1.899819511430000094e-04
