year,age,sex,smoking,vaping
2021,84,female,0.0175712345363733,0.004379000240607
2021,85,female,0.0166350043833459,0.0039016095035668
2021,86,female,0.0157478588062844,0.0030976463226021
2021,87,female,0.014907307526908,0.0026175057414407
2021,88,female,0.0141109779520777,0.0021820330585315
2021,89,female,0.0133566105252629,0.0017912282738744
2021,90,female,0.0126420541611278,0.0014450913874694
2021,91,female,0.0119652617745467,0.0011436223993165
2021,92,female,0.0113242859133662,0.0008868213094158
2021,93,female,0.010717274502448,0.0006746881177671
2021,94,female,0.0101424667049479,0.0005072228243706
2021,95,female,0.0095981889053747,0.0003844254292263
2021,96,female,0.0090828508177383,0.0003125304043504
2021,97,female,0.0085949417209998,0.0002779041004471
2021,98,female,0.0081330268230869,0.0002840406333058
2021,99,female,0.0076957437539008,0.00033991483117
2021,100,female,0.007281799187023,0.0003475844117217
2021,101,female,0.0068899655892129,0.0002554565143783
2021,102,female,0.0065190780962512,0.0002075350563418
2021,103,female,0.0061680315132414,0.0001704113104591
2021,104,female,0.0058357774371038,0.0001440852767304
2021,105,female,0.00552132149868,0.0001285569551555
2021,106,female,0.0052237207216182,0.0001823197603304
2021,107,female,0.0049420809949998,0.0001781023066509
2021,108,female,0.0046755546565114,0.0001795402869191
2021,109,female,0.0044233381828449,0.0001866337011349
2022,0,female,0.0,0.0
2022,1,female,0.0,0.0
2022,2,female,0.0,0.0
2022,3,female,0.0,0.0
2022,4,female,0.0,0.0
2022,5,female,0.0,0.0
2022,6,female,0.0,0.0
2022,7,female,0.0,0.0
2022,8,female,0.0,0.0
2022,9,female,0.0,0.0
2022,10,female,0.0,0.0
2022,11,female,0.0,0.0
2022,12,female,0.0,0.0
2022,13,female,0.0,0.0
2022,14,female,0.0,0.0
2022,15,female,0.0157801294516303,0.0963440063705267
2022,16,female,0.0258567329534541,0.1202615744322208
2022,17,female,0.0420926907057752,0.1391594059871396
2022,18,female,0.0616014938496103,0.1682175851199843
2022,19,female,0.0893090916875349,0.2091298935221556
2022,20,female,0.1005212934912883,0.2238710472842543
2022,21,female,0.1129665093123609,0.2285852262415406
2022,22,female,0.1162113319143256,0.2232724303940146
2022,23,female,0.1195367978927794,0.2079326597416761
2022,24,female,0.1164738365411929,0.1825659142845253
2022,25,female,0.1134792437580998,0.1541943188626458
2022,26,female,0.112813950922676,0.1241690763726197
2022,27,female,0.1121520650559027,0.1079357607052413
2022,28,female,0.1112680051062271,0.0947292551653076
2022,29,female,0.110390047469035,0.0845495597528184
2022,30,female,0.1082253789580185,0.0773966744677738
2022,31,female,0.1060980955704657,0.0890304503336656
2022,32,female,0.1045888617541896,0.0851602224861929
2022,33,female,0.1030986205224512,0.0829313233575061
2022,34,female,0.1009476258531792,0.0823437529476054
2022,35,female,0.0988365630206347,0.0832517073368498
2022,36,female,0.095506778655146,0.0843961666856069
2022,37,female,0.092277687040777,0.0844211578552232
2022,38,female,0.0923499282001972,0.0838557636411956
2022,39,female,0.092422220156516,0.082699984043524
2022,40,female,0.0924945629364334,0.0809538190622083
2022,41,female,0.0947745176032195,0.0748286211258294
2022,42,female,0.0971046587612,0.0725678212139588
2022,43,female,0.0994857929546793,0.0700497038368108
2022,44,female,0.1019187248035784,0.0672742689943853
2022,45,female,0.104404256114828,0.0634296146781493
2022,46,female,0.1049390387416508,0.0575126654701205
2022,47,female,0.1054762380372961,0.0543579489919044
2022,48,female,0.1060158616141718,0.0518351655753975
2022,49,female,0.1065579170742471,0.0499443152205997
2022,50,female,0.1071024120086155,0.0486853979275112
2022,51,female,0.1046759566252101,0.0514020704933098
2022,52,female,0.1022981755969044,0.0508191236230369
2022,53,female,0.0999683765202769,0.0505741619641718
2022,54,female,0.0976858637719068,0.0506671855167145
2022,55,female,0.0954499392477919,0.0517892167986027
2022,56,female,0.0924550436110829,0.0538073712479493
2022,57,female,0.0895448152385338,0.054235050877258
2022,58,female,0.0867174396855425,0.053928525170362
2022,59,female,0.0839711046996539,0.0528877941272614
2022,60,female,0.0813040029766229,0.0511128577479562
2022,61,female,0.076621678619451,0.0439823672279941
2022,62,female,0.0721878222222475,0.0415515650210186
2022,63,female,0.0679916467836419,0.0387928299002079
2022,64,female,0.0640225578086247,0.035706161865562
2022,65,female,0.0602701855269531,0.0316219433045467
2022,66,female,0.0560874965115473,0.0254634536218158
2022,67,female,0.0521789641948837,0.0220044618878915
2022,68,female,0.0485287999270874,0.0190628045976175
2022,69,female,0.0451218258673695,0.0166384817509939
2022,70,female,0.0419434950591116,0.0147314933480206
2022,71,female,0.0392981426054854,0.0158797625717651
2022,72,female,0.0368132201881313,0.0145612148041245
2022,73,female,0.0344797864359919,0.0135368873541503
2022,74,female,0.0322893008155504,0.0128067802218425
2022,75,female,0.0302336182038762,0.0121578668370153
2022,76,female,0.0279483034727666,0.0111026236240091
2022,77,female,0.0258311310456117,0.0104191828358927
2022,78,female,0.0238704026607233,0.0097517857975532
2022,79,female,0.0220551350960828,0.0091004325089906
2022,80,female,0.02037503134936,0.0084651229702048
2022,81,female,0.0192923430197076,0.0077934855762467
2022,82,female,0.0182661138367885,0.0071994717312915
2022,83,female,0.0172935108755029,0.0066261057332515
2022,84,female,0.0163718317908624,0.0060733875821269
2022,85,female,0.0154985000194699,0.0053761059695648
2022,86,female,0.0146710600216018,0.0042235033661127
2022,87,female,0.013887172581804,0.0035369176710448
2022,88,female,0.0131446101832588,0.0029157848084305
2022,89,female,0.0124412524687833,0.0023601047782697
2022,90,female,0.0117750817991634,0.0018698775805624
2022,91,female,0.0111441789176032,0.0014451032153086
2022,92,female,0.010546718727343,0.0010857816825084
2022,93,female,0.0099809661879735,0.0007919129821617
2022,94,female,0.0094452723346149,0.0005634971142685
2022,95,female,0.0089380704229345,0.0004005340788288
2022,96,female,0.0084578722019277,0.0003178520328031
2022,97,female,0.0080032643154689,0.0002830245106988
2022,98,female,0.0075729048328376,0.0003043619672309
2022,99,female,0.0071655199077419,0.0004032102616053
2022,100,female,0.0067799005647599,0.000431250720945
2022,101,female,0.0064148996116235,0.0003169469121186
2022,102,female,0.006069428675335,0.0002574903811866
2022,103,female,0.0057424553597533,0.0002114306568832
2022,104,female,0.0054330005219937,0.0001787677392083
2022,105,female,0.0051401356647402,0.0001595016281619
2022,106,female,0.0048629804413846,0.0002262055645578
2022,107,female,0.0046007002707558,0.0002209729365155
2022,108,female,0.0043525040580945,0.0002227570499753
2022,109,female,0.0041176420188522,0.0002315579049371
2023,0,female,0.0,0.0
2023,1,female,0.0,0.0
2023,2,female,0.0,0.0
2023,3,female,0.0,0.0
2023,4,female,0.0,0.0
2023,5,female,0.0,0.0
2023,6,female,0.0,0.0
2023,7,female,0.0,0.0
2023,8,female,0.0,0.0
2023,9,female,0.0,0.0
2023,10,female,0.0,0.0
2023,11,female,0.0,0.0
2023,12,female,0.0,0.0
2023,13,female,0.0,0.0
2023,14,female,0.0,0.0
2023,15,female,0.0147011570401575,0.11381060648643
2023,16,female,0.024105643782325,0.1388692315491435
2023,17,female,0.0392864014594928,0.1586686390061023
2023,18,female,0.0575727385458444,0.1893558513248324
2023,19,female,0.083629743926084,0.2326125761975794
2023,20,female,0.0942026929639278,0.2479265536012273
2023,21,female,0.1059577758345107,0.2524214596623285
2023,22,female,0.1090260253365616,0.2460972943808828
2023,23,female,0.1121719755811198,0.2289540577568904
2023,24,female,0.1092743061897465,0.2009917497903512
2023,25,female,0.1064425162234887,0.1696410595730332
2023,26,female,0.105813553474136,0.1361298574528918
2023,27,female,0.1051878697299268,0.118009187474573
2023,28,female,0.1043522541603227,0.103264622644341
2023,29,female,0.1035225087649771,0.091896162962196
2023,30,female,0.1014771462766278,0.083903808428138
2023,31,female,0.0994677115404319,0.0968629123957106
2023,32,female,0.0980424496550903,0.092532596139621
2023,33,female,0.0966354186763013,0.0900332990225155
2023,34,female,0.0946050453931047,0.0893650210443943
2023,35,female,0.0926129581293449,0.0903609578321074
2023,36,female,0.0894720284975357,0.0916112003364406
2023,37,female,0.0864274759652609,0.0916248936031099
2023,38,female,0.0864955736030209,0.0909827454808035
2023,39,female,0.0865637198120405,0.0896847559695215
2023,40,female,0.0866319146189505,0.0877309250692638
2023,41,female,0.0887814949510169,0.0809093573714248
2023,42,female,0.0909790995671878,0.0783843967320915
2023,43,female,0.0932255360924687,0.0755738712232204
2023,44,female,0.0955216124125746,0.0724777808448115
2023,45,female,0.0978681358902952,0.068172760240411
2023,46,female,0.0983731164276312,0.0615379435517084
2023,47,female,0.0988804169728351,0.0580143268698034
2023,48,female,0.0993900452339571,0.055210385743016
2023,49,female,0.0999020089137973,0.0531261201713459
2023,50,female,0.1004163157095172,0.0517615301547934
2023,51,female,0.0981246904970259,0.0549402577315203
2023,52,female,0.0958797890035573,0.0543427301151961
2023,53,female,0.0936809116430919,0.0541287336989861
2023,54,female,0.0915273576080216,0.0542982684828903
2023,55,female,0.0894184255244146,0.055629299694952
2023,56,female,0.0865946611578184,0.0579964332944678
2023,57,female,0.0838518575517154,0.0585449862411196
2023,58,female,0.0811882076805326,0.0582699102920179
2023,59,female,0.0786019121466916,0.0571712054471625
2023,60,female,0.0760911815631523,0.0552488717065536
2023,61,female,0.0716856401408112,0.0473343449061581
2023,62,female,0.0675165316051857,0.0446735119083775
2023,63,female,0.0635732861537609,0.041643429282011
2023,64,female,0.059845562118041,0.0382440970270587
2023,65,female,0.0563232722948274,0.0336832838851121
2023,66,female,0.0523992217216415,0.0267771495337381
2023,67,female,0.0487344416437002,0.0229489223441238
2023,68,female,0.0453137180325728,0.0197413850568842
2023,69,female,0.042122466815179,0.0171545376720194
2023,70,female,0.0391467460847469,0.0151883801895292
2023,71,female,0.036671031438902,0.0169610873401011
2023,72,female,0.0343462890425238,0.0156880591602615
2023,73,female,0.0321640019272992,0.0147615956317472
2023,74,female,0.0301160481538544,0.0141816967545582
2023,75,female,0.0281946934597204,0.0138001154364149
2023,76,female,0.0260593565893272,0.0131610336625811
2023,77,female,0.0240817328442535,0.0126697840843474
2023,78,female,0.0222507606331192,0.012126378456238
2023,79,female,0.0205560678739178,0.0115308167782531
2023,80,female,0.0189879420003142,0.0108830990503926
2023,81,female,0.0179776081803504,0.0097362655805641
2023,82,female,0.0170201007524443,0.0090628220724411
2023,83,female,0.0161127544764654,0.008376515674187
2023,84,female,0.0152530285039515,0.0076773463858016
2023,85,female,0.0144385016354969,0.0067704092239565
2023,86,female,0.0136668676413585,0.0052854894199648
2023,87,female,0.0129359306598112,0.0044022145071539
2023,88,female,0.0122436006854636,0.0036042768928897
2023,89,female,0.0115878891576532,0.0028916765771725
2023,90,female,0.0109669046571792,0.002264413560002
2023,91,female,0.0103788487179629,0.0017224878413784
2023,92,female,0.0098220117587498,0.0012658994213016
2023,93,female,0.0092947691386584,0.0008946482997717
2023,94,female,0.0087955773392315,0.0006087344767885
2023,95,female,0.0083229702746315,0.0004081579523522
2023,96,female,0.0078755557307429,0.0003175338062787
2023,97,female,0.0074520119331785,0.0002830333639472
2023,98,female,0.0070510842435248,0.0003184521703243
2023,99,female,0.0066715819825961,0.0004592248400754
2023,100,female,0.0063123753789859,0.0005075574431975
2023,101,female,0.0059723926407979,0.0003730283951566
2023,102,female,0.0056506171481019,0.0003030514574831
2023,103,female,0.0053460847633789,0.0002488417952927
2023,104,female,0.0050578812570013,0.0002103994085852
2023,105,female,0.0047851398446089,0.0001877242973607
2023,106,female,0.0045270388331124,0.0002662310169184
2023,107,female,0.0042827993719529,0.0002600725128711
2023,108,female,0.0040516833061789,0.0002621723124124
2023,109,female,0.003832991127865,0.0002725304155423
2024,0,female,0.0,0.0
2024,1,female,0.0,0.0
2024,2,female,0.0,0.0
2024,3,female,0.0,0.0
2024,4,female,0.0,0.0
2024,5,female,0.0,0.0
2024,6,female,0.0,0.0
2024,7,female,0.0,0.0
2024,8,female,0.0,0.0
2024,9,female,0.0,0.0
2024,10,female,0.0,0.0
2024,11,female,0.0,0.0
2024,12,female,0.0,0.0
2024,13,female,0.0,0.0
2024,14,female,0.0,0.0
2024,15,female,0.0136949332368839,0.1301965096958765
2024,16,female,0.0224704077288353,0.1562771635615181
2024,17,female,0.0366600452458953,0.1768840999491855
2024,18,female,0.0537923612734638,0.2090443954845627
2024,19,female,0.0782805130559616,0.2544235934877468
2024,20,female,0.0882423045548436,0.2702431274375716
2024,21,female,0.0993351863421593,0.2745160496122246
2024,22,female,0.1022335927567263,0.2672423600117058
2024,23,female,0.105206690395611,0.2484220586360153
2024,24,female,0.1024681844040618,0.218055145485153
2024,25,female,0.0997930111988985,0.1839424913309869
2024,26,female,0.0991989780135474,0.147190682389021
2024,27,female,0.0986080935625093,0.1273154334851771
2024,28,female,0.0978190338879139,0.1111409502273065
2024,29,female,0.0970356085390136,0.0986672326154093
2024,30,female,0.0951048152445701,0.0898942806494854
2024,31,female,0.093208474703537,0.1040848334148754
2024,32,female,0.0918637516242167,0.0993265575171021
2024,33,female,0.0905364919422552,0.0965756196534041
2024,34,female,0.0886216900911047,0.0958320198237814
2024,35,female,0.0867435227834392,0.0969093364457438
2024,36,female,0.0837832725044618,0.0982572801072354
2024,37,female,0.0809150944280349,0.0982601359413942
2024,38,female,0.0809792337598057,0.0975463731567512
2024,39,female,0.0810434194500579,0.0961159917533064
2024,40,female,0.0811076515251893,0.0939689917310598
2024,41,female,0.0831326354379727,0.0865004045065709
2024,42,female,0.0852034885006501,0.0837298320526004
2024,43,female,0.0873210140739514,0.080647473382768
2024,44,female,0.089486017691283,0.0772533284970736
2024,45,female,0.0916993063756493,0.0725199922887167
2024,46,female,0.0921757091928368,0.0652170649397302
2024,47,female,0.0926543345769503,0.0613504406301372
2024,48,female,0.0931351902702602,0.0582854114589961
2024,49,female,0.0936182840143936,0.0560219774263068
2024,50,female,0.0941036235499906,0.0545601385320692
2024,51,female,0.0919413379131781,0.0581719895012883
2024,52,female,0.0898238102108559,0.0575622033498875
2024,53,female,0.0877503390696206,0.0573784435699051
2024,54,female,0.0857202236592784,0.057620710161341
2024,55,female,0.0837327642670035,0.0591480218361493
2024,56,female,0.0810725627494926,0.0618425110998352
2024,57,female,0.0784896364486937,0.0625051892798415
2024,58,female,0.0759821964710057,0.0622609490632203
2024,59,female,0.0735484662348401,0.0611097904499716
2024,60,female,0.071186683502674,0.0590517134400955
2024,61,female,0.0670444976303898,0.0504088261492184
2024,62,female,0.0631269545812428,0.0475352230070762
2024,63,female,0.0594237411472317,0.0442538567988009
2024,64,female,0.0559248013393907,0.0405647275243926
2024,65,female,0.052620357381044,0.0355595187655071
2024,66,female,0.0489409099481843,0.0279551037051628
2024,67,female,0.0455063873772656,0.0237838635999744
2024,68,female,0.0423021685197831,0.0203313194428187
2024,69,female,0.0393142738914858,0.0175974712336959
2024,70,female,0.0365293710562633,0.0155823189726058
2024,71,female,0.0342132902033556,0.0179558745566317
2024,72,female,0.0320391731643929,0.0167328373745378
2024,73,female,0.029998921157729,0.0159058577319419
2024,74,female,0.0280848225940059,0.0154749356288441
2024,75,female,0.0262895441550834,0.0153559625941691
2024,76,female,0.0242948874164767,0.0151260572529683
2024,77,female,0.0224480815078986,0.0148244128983088
2024,78,female,0.0207386788938351,0.0144040692418956
2024,79,female,0.019156894949859,0.0138650262837285
2024,80,female,0.0176935772238342,0.0132072840238077
2024,81,female,0.0167509395569513,0.0115993527964893
2024,82,female,0.0158577108556345,0.010850407918229
2024,83,female,0.0150113855844444,0.0100558617307991
2024,84,female,0.0142095764877539,0.0092157142341995
2024,85,female,0.0134500099315937,0.0081065455602346
2024,86,female,0.0127305213270293,0.0063011476294659
2024,87,female,0.0120490506466494,0.0052282597888109
2024,88,female,0.0114036380437211,0.0042599405720419
2024,89,female,0.0107924195817633,0.0033961899791589
2024,90,female,0.0102136230806809,0.0026370080101619
2024,91,female,0.0096655640841773,0.0019823946650508
2024,92,female,0.0091466419518964,0.0014323499438257
2024,93,female,0.0086553360786455,0.0009868738464866
2024,94,female,0.0081902022420691,0.0006459663730334
2024,95,female,0.0077498690793025,0.0004096275234663
2024,96,female,0.0073330346924005,0.0003131247973046
2024,97,female,0.0069384633817003,0.0002793346275919
2024,98,female,0.0065649825057424,0.0003280227180806
2024,99,female,0.0062114794659104,0.0005099583640573
2024,100,female,0.005876898813568,0.0005785260017314
2024,101,female,0.005560239477151,0.0004251866047372
2024,102,female,0.0052605521064096,0.0003454252328802
2024,103,female,0.0049769365307882,0.0002836357752679
2024,104,female,0.004708539328762,0.0002398182319003
2024,105,female,0.0044545515048293,0.0002139726027773
2024,106,female,0.004214206270763,0.0003034564221626
2024,107,female,0.0039867769276726,0.0002964368133067
2024,108,female,0.0037715748453896,0.0002988302145844
2024,109,female,0.0035679475356838,0.0003106366259957
2025,0,female,0.0,0.0
2025,1,female,0.0,0.0
2025,2,female,0.0,0.0
2025,3,female,0.0,0.0
2025,4,female,0.0,0.0
2025,5,female,0.0,0.0
2025,6,female,0.0,0.0
2025,7,female,0.0,0.0
2025,8,female,0.0,0.0
2025,9,female,0.0,0.0
2025,10,female,0.0,0.0
2025,11,female,0.0,0.0
2025,12,female,0.0,0.0
2025,13,female,0.0,0.0
2025,14,female,0.0,0.0
2025,15,female,0.0127566889574906,0.145716314610318
2025,16,female,0.0209437192913022,0.1727236050196823
2025,17,female,0.0342030141769223,0.194062698676464
2025,18,female,0.0502469787618772,0.2275710951123043
2025,19,female,0.0732460878021677,0.274894895145036
2025,20,female,0.0826246410948715,0.2911660760607815
2025,21,female,0.0930834269542478,0.2952148416916664
2025,22,female,0.0958188257087237,0.2870411920376908
2025,23,female,0.0986258667059395,0.2666451270988546
2025,24,female,0.0960402722982168,0.2340266468751577
2025,25,female,0.0935154298491221,0.1973260430385494
2025,26,female,0.0929549063007491,0.1575302593254875
2025,27,female,0.0923974000277286,0.1360068411048058
2025,28,female,0.0916529849336703,0.1184891062878785
2025,29,female,0.0909139665780532,0.1049770548747055
2025,30,female,0.0890929620112973,0.0954706868652868
2025,31,female,0.0873049292424111,0.110817451139921
2025,32,female,0.0860372958081908,0.1056569644205959
2025,33,female,0.0847863581017074,0.1026694183463176
2025,34,female,0.0829820724533254,0.101854812917086
2025,35,female,0.0812127755708829,0.1030082179085226
2025,36,female,0.0784250618804487,0.1044473856057816
2025,37,female,0.0757251526519762,0.1044397730402806
2025,38,female,0.0757855172743432,0.1036585143171742
2025,39,female,0.0758459260679051,0.1021036094364622
2025,40,female,0.0759063790586867,0.0997750583981448
2025,41,female,0.077812501268724,0.0916990021944095
2025,42,female,0.0797623575700042,0.0886976835015953
2025,43,female,0.0817567424202925,0.0853599809815327
2025,44,female,0.0837964541026727,0.0816858946342217
2025,45,female,0.0858822941375672,0.0765499290645365
2025,46,female,0.0863313484099283,0.0686187674508103
2025,47,female,0.0867825277530616,0.0644298864898614
2025,48,female,0.0872358398892515,0.0611198536208073
2025,49,female,0.087691292544185,0.0586886688436481
2025,50,female,0.0881488934466484,0.0571363321583838
2025,51,female,0.0861104277946488,0.0611581199769952
2025,52,female,0.0841147536939311,0.0605379363701173
2025,53,female,0.0821611727313427,0.0603838293024327
2025,54,female,0.0802489885775745,0.0606957987739413
2025,55,female,0.0783775074841986,0.0624091972031716
2025,56,female,0.0758733546585928,0.0654137125132191
2025,57,female,0.0734428335620909,0.066185107838519
2025,58,female,0.0710841826337909,0.0659712112587
2025,59,female,0.0687956566052998,0.0647720227737623
2025,60,female,0.0665755282074415,0.0625875423837058
2025,61,female,0.0626835468282022,0.0532609146123259
2025,62,female,0.0590047067781092,0.050188374451804
2025,63,female,0.0555289835683581,0.0466718044060495
2025,64,female,0.0522466330845051,0.0427112044750623
2025,65,female,0.0491482077825804,0.0372874051770984
2025,66,female,0.0456998367177645,0.0290242709546449
2025,67,female,0.0424826028618335,0.0245310333519418
2025,68,female,0.0394824891709921,0.0208502105857182
2025,69,female,0.0366861255161992,0.017981802655974
2025,70,female,0.0340807881982047,0.0159258095627092
2025,71,female,0.0319148128876407,0.0188813083535075
2025,72,female,0.0298822356557006,0.017711845672088
2025,73,female,0.0279753675548259,0.016985648196591
2025,74,female,0.0261868973409473,0.0167027159270166
2025,75,female,0.0245098812994087,0.0168425654144511
2025,76,female,0.0226471117032845,0.0170162385419968
2025,77,female,0.0209228774951377,0.0169021269349757
2025,78,female,0.0193273216094264,0.0166041003743133
2025,79,female,0.0178512226098412,0.0161221588600096
2025,80,female,0.0164859635715782,0.0154563023920646
2025,81,female,0.0156066402025896,0.0133985721621976
2025,82,female,0.0147735134108006,0.0125772741488655
2025,83,female,0.0139842294896277,0.0116782553628398
2025,84,female,0.0132365470130618,0.0107015158041207
2025,85,female,0.0125283322850474,0.0093960654323556
2025,86,female,0.0118575548849516,0.0072796775130096
2025,87,female,0.011222283318134,0.0060228478652291
2025,88,female,0.0106206807788808,0.0048892947228753
2025,89,female,0.0100510010314117,0.0038790180859483
2025,90,female,0.0095115844132923,0.0029920179544481
2025,91,female,0.0090008539643704,0.0022282943283746
2025,92,female,0.0085173116832836,0.0015878472077279
2025,93,female,0.0080595349126563,0.001070676592508
2025,94,female,0.0076261728532869,0.0006767824827148
2025,95,female,0.0072159432069263,0.0004061648783484
2025,96,female,0.0068276289466421,0.0003054373300655
2025,97,female,0.0064600752132494,0.0002726645335736
2025,98,female,0.0061121863358504,0.0003339710978097
2025,99,female,0.0057829229741619,0.0005564595151503
2025,100,female,0.0054712993800053,0.0006452164185702
2025,101,female,0.0051763807750904,0.0004742006020672
2025,102,female,0.0048972808420255,0.0003852446233631
2025,103,female,0.0046331593253345,0.0003163322971639
2025,104,female,0.0043832197391493,0.0002674636234697
2025,105,female,0.0041467071781625,0.0002386386022805
2025,106,female,0.0039229062283772,0.0003384377976338
2025,107,female,0.0037111389741646,0.0003306089932721
2025,108,female,0.0035107630981356,0.0003332782973241
2025,109,female,0.0033211700703509,0.0003464457097898
2026,0,female,0.0,0.0
2026,1,female,0.0,0.0
2026,2,female,0.0,0.0
2026,3,female,0.0,0.0
2026,4,female,0.0,0.0
2026,5,female,0.0,0.0
2026,6,female,0.0,0.0
2026,7,female,0.0,0.0
2026,8,female,0.0,0.0
2026,9,female,0.0,0.0
2026,10,female,0.0,0.0
2026,11,female,0.0,0.0
2026,12,female,0.0,0.0
2026,13,female,0.0,0.0
2026,14,female,0.0,0.0
2026,15,female,0.0118819497256061,0.160505345603354
2026,16,female,0.0195186862458488,0.188358784953899
2026,17,female,0.0319052044071236,0.2103664407370457
2026,18,female,0.0469236795925272,0.2451174837411673
2026,19,female,0.0685113733107946,0.2942358063463562
2026,20,female,0.0773342743470914,0.310913147802761
2026,21,female,0.087187040128855,0.3147359237015225
2026,22,female,0.089766315184491,0.3057041340426403
2026,23,female,0.0924141685213657,0.2838177788261147
2026,24,female,0.0899751657770069,0.2490768580519455
2026,25,female,0.0875943207920381,0.2099351297602474
2026,26,female,0.0870658790710868,0.167261280360099
2026,27,female,0.0865403229726359,0.1441794763580799
2026,28,female,0.0858386334342779,0.1253916155011913
2026,29,female,0.085142103055794,0.1108976977894333
2026,30,female,0.0834260993129664,0.1006977232228057
2026,31,female,0.0817415907492022,0.1171372172417101
2026,32,female,0.0805476059996168,0.1115962453714269
2026,33,female,0.0793695541190091,0.1083847748493158
2026,34,female,0.0776707574285369,0.107502805675377
2026,35,female,0.076005319316554,0.1087278343415916
2026,36,female,0.0733820804322057,0.1102527609773809
2026,37,female,0.0708424381759285,0.1102349913851724
2026,38,female,0.0708992090904667,0.1093897119134428
2026,39,female,0.0709560220252136,0.1077169225621922
2026,40,female,0.0710128770057016,0.1052166233314206
2026,41,female,0.0728057975830109,0.0965664690819536
2026,42,female,0.0746403484550283,0.093346947039687
2026,43,female,0.0765173112029921,0.0897678135916728
2026,44,female,0.0784374726427875,0.0858290687379112
2026,45,female,0.0804016243258762,0.080312146677471
2026,46,female,0.0808245555095451,0.0717863966681989
2026,47,female,0.0812495148483703,0.0672927677756714
