age,sex,s,v,rs,rv,dead,vrs,sv,n
72,female,0.0417663792297596,0.0113563519172513,0.3424729414,0.0,0,0,0.0005011894437765,0.6039031380092125
73,female,0.0391809978486007,0.0102247445376444,0.3496898041,0.0,0,0,0.0004216241129318,0.6004828294008229
74,female,0.0367427004712004,0.0092526030056505,0.3569066668,0.0,0,0,0.0003564895506853,0.5967415401724636
75,female,0.0344564116337473,0.008107741452043,0.3641235295,0.0,0,0,0.0002918721574385,0.5930204452567709
76,female,0.0319249985596106,0.0062657263082206,0.3713403922,0.0,0,0,0.0002080210508418,0.5902608618813268
77,female,0.0295483494294921,0.0052315638717929,0.3785572549,0.0,0,0,0.0001601808099198,0.5865026509887951
78,female,0.0273389931761719,0.0043484795269579,0.3857741176,0.0,0,0,0.0001227890024156,0.5824156206944544
79,female,0.0252862824514122,0.003618098381117,0.3929909803,0.0,0,0,9.42205209276192e-05,0.5780104183465431
80,female,0.0233801021672337,0.0030418416616605,0.400207843,0.0,0,0,7.305413806570151e-05,0.57329715903304
81,female,0.0221335190136989,0.0033938623806881,0.400207843,0.0,0,0,7.709201805955594e-05,0.5741876835875535
82,female,0.020968174407743,0.0029930360554366,0.400207843,0.0,0,0,6.4303424845737e-05,0.5757666431119746
83,female,0.0198610827549312,0.0026811470652702,0.400207843,0.0,0,0,5.448158847329047e-05,0.5771954455913253
84,female,0.0188095693658411,0.0024585700832388,0.400207843,0.0,0,0,4.7251835892443e-05,0.5784767657150276
85,female,0.0178128359017775,0.0022280575088035,0.400207843,0.0,0,0,4.0501346307425686e-05,0.5797107622431115
86,female,0.0168711413365688,0.0018143132427191,0.400207843,0.0,0,0,3.1193370480371415e-05,0.5810755090502316
87,female,0.0159757049213127,0.0015656405839959,0.400207843,0.0,0,0,2.5459453232029813e-05,0.5822253520414593
88,female,0.0151267187411682,0.0013382139700963,0.400207843,0.0,0,0,2.0582092735640856e-05,0.5833066421959998
89,female,0.0143218687818152,0.0011321257514423,0.400207843,0.0,0,0,1.6468938569226406e-05,0.5843216935281732
90,female,0.0135589472165512,0.0009474600844367,0.400207843,0.0,0,0,1.3035834329941852e-05,0.585272713864682
91,female,0.0128358484458735,0.0007842935619144,0.400207843,0.0,0,0,1.0206187182853553e-05,0.5861618088050291
92,female,0.0121505651864702,0.0006426958016487,0.400207843,0.0,0,0,7.910379354705378e-06,0.5869909856325264
93,female,0.0115011846216968,0.000522729995116,0.400207843,0.0,0,0,6.085219369142179e-06,0.587762157163818
94,female,0.0108858846237273,0.0004244534186747,0.400207843,0.0,0,0,4.673430867727301e-06,0.5884771455267301
95,female,0.0103029300558717,0.000347917909257,0.400207843,0.0,0,0,3.6231769181776497e-06,0.589137685857953
96,female,0.0097506691620347,0.0002931703066079,0.400207843,0.0,0,0,2.8876177755876582e-06,0.5897454299135817
97,female,0.0092275300489294,0.000260252864035,0.400207843,0.0,0,0,2.4245001323324866e-06,0.5903019495869031
98,female,0.0087320172654557,0.0002492036295604,0.400207843,0.0,0,0,2.195775966358e-06,0.5908087403290174
99,female,0.0082627084825823,0.0002600567992873,0.400207843,0.0,0,0,2.1672491744145376e-06,0.5912672244689559
100,female,0.0078186093342937,0.0002474168890529,0.400207843,0.0,0,0,1.9501900858252243e-06,0.5917241805865675
101,female,0.0073985951344545,0.0001819156662763,0.400207843,0.0,0,0,1.3562029135133264e-06,0.5922102899963555
102,female,0.0070007623048352,0.0001478491232821,0.400207843,0.0,0,0,1.0425101559184027e-06,0.5926425030617266
103,female,0.0066241272154669,0.0001214480362373,0.400207843,0.0,0,0,8.099514868311757e-07,0.5930457717968088
104,female,0.0062675781803136,0.0001027229796707,0.400207843,0.0,0,0,6.479523776262817e-07,0.593421207887638
105,female,0.0059300600858937,9.168348375447304e-05,0.400207843,0.0,0,0,5.469826560297743e-07,0.5937698664476958
106,female,0.0056103362192282,0.000130067516898,0.400207843,0.0,0,0,7.339361293593756e-07,0.5940510193277443
107,female,0.0053079794060081,0.0001270974125358,0.400207843,0.0,0,0,6.783176167665413e-07,0.5943564018638392
108,female,0.0050218147632617,0.0001281604485342,0.400207843,0.0,0,0,6.469301251425e-07,0.5946415348580789
109,female,0.0047509849005807,0.0001332601735917,0.400207843,0.0,0,0,6.362249559728472e-07,0.5949072757008715
